variable,var_importance
Q7u_wt_sum,5.863646951324124e-5
Q7v_wt_sum,2.136742876261295e-5
Q28_social_norm,0.0012944385421363783
Q28_tech_norm,7.141608233851758e-4
Q27a_tri_num,1.750805973805e-4
Q27b_tri_num,1.5071534985590496e-4
Q27c_tri_num,1.8173940328538083e-4
Q27d_tri_num,1.2024614628350106e-4
Q27e_tri_num,8.882975307158896e-5
Q27f_tri_num,1.1622291460965288e-4
Q27g_tri_num,5.510122177425646e-5
Q27h_tri_num,1.3392630105355245e-4
Q27i_tri_num,5.084203553724472e-5
major,7.635591271831838e-4
gender,8.440603374529889e-5
poli_aff,2.493256109410755e-4
religion_aff,4.750708586338365e-5
Q7_env_tally_sum,6.893229794746007e-4
class_time_rank,4.187219007593008e-4
Q12abc_norm,1.3312767540556253e-4
Q12defghi_norm,6.486165869605952e-4
