variable,var_importance
Q27e,1.4869984316510915e-4
Q27f,1.1102916501226536e-4
Q27g,8.645332279815489e-5
Q27h,1.3405127436904899e-4
Q27i,9.461583748685696e-5
Q32,2.8913284143925046e-5
Q33,8.500734501697785e-5
Q35a,4.445129074460951e-6
Q35b,-2.3794059626415597e-5
Q35c,8.798765347843008e-6
Q35d,3.692587966696331e-5
Q35e,4.483900657410678e-6
Q35f,-9.275268501168742e-6
Q35g,2.1981510056664155e-6
Q35h,7.350292854413809e-6
Q35i,2.656226200388796e-5
Q7a_wt_sum,1.765331626130882e-4
Q7b_wt_sum,4.4936166692570375e-4
Q7c_wt_sum,6.572437534201543e-4
Q7d_wt_sum,7.37156958941085e-5
Q7e_wt_sum,0.0029670415973233307
Q7f_wt_sum,8.852624797879759e-4
Q7g_wt_sum,1.813001597010282e-4
Q7h_wt_sum,3.504645544600743e-4
Q7i_wt_sum,1.8979171960599968e-4
Q7j_wt_sum,6.515705088205133e-4
Q7k_wt_sum,1.1945402501566147e-4
Q7l_wt_sum,3.025469271494353e-5
Q7m_wt_sum,0.0014895768044697912
Q7n_wt_sum,1.328157806361035e-4
Q7o_wt_sum,2.2661945624630385e-4
Q7p_wt_sum,8.904433348501565e-5
Q7q_wt_sum,6.494143496570394e-5
Q7r_wt_sum,4.365428517286236e-5
Q7s_wt_sum,3.597962012580572e-5
Q7t_wt_sum,8.338570953048919e-5
Q7u_wt_sum,2.9201127202021726e-5
Q7v_wt_sum,3.656134435008828e-5
Q28_social_norm,4.624619538558614e-4
Q28_tech_norm,2.44606594125267e-4
Q27a_tri_num,7.320395615547315e-5
Q27b_tri_num,7.45743895893178e-5
Q27c_tri_num,1.0224706299856608e-4
Q27d_tri_num,6.284000821118855e-5
Q27e_tri_num,4.993447935856401e-5
Q27f_tri_num,5.003272112886289e-5
Q27g_tri_num,3.840024082911441e-5
Q27h_tri_num,5.7788592352215194e-5
Q27i_tri_num,3.2418945072367776e-5
major,0.0021491274142650518
gender,1.2093167782067404e-4
poli_aff,1.9702653373027467e-5
religion_aff,7.285387283619746e-5
Q7_env_tally_sum,0.002149909807271954
class_time_rank,2.8314467371814056e-4
Q12abc_norm,1.2695409760498806e-4
Q12defghi_norm,9.90748242020351e-4
